fips,candidate,party,candidatevotes,mode
48397,OTHER,OTHER,274,TOTAL
48399,BARACK OBAMA,DEMOCRAT,720,TOTAL
48399,JOHN MCCAIN,REPUBLICAN,3118,TOTAL
48399,OTHER,OTHER,29,TOTAL
48401,BARACK OBAMA,DEMOCRAT,4983,TOTAL
48401,JOHN MCCAIN,REPUBLICAN,13646,TOTAL
48401,OTHER,OTHER,93,TOTAL
48403,BARACK OBAMA,DEMOCRAT,1077,TOTAL
48403,JOHN MCCAIN,REPUBLICAN,3749,TOTAL
48403,OTHER,OTHER,48,TOTAL
48405,BARACK OBAMA,DEMOCRAT,1328,TOTAL
48405,JOHN MCCAIN,REPUBLICAN,2342,TOTAL
48405,OTHER,OTHER,45,TOTAL
48407,BARACK OBAMA,DEMOCRAT,2721,TOTAL
48407,JOHN MCCAIN,REPUBLICAN,6151,TOTAL
48407,OTHER,OTHER,86,TOTAL
48409,BARACK OBAMA,DEMOCRAT,8854,TOTAL
48409,JOHN MCCAIN,REPUBLICAN,12404,TOTAL
48409,OTHER,OTHER,138,TOTAL
48411,BARACK OBAMA,DEMOCRAT,487,TOTAL
48411,JOHN MCCAIN,REPUBLICAN,1941,TOTAL
48411,OTHER,OTHER,29,TOTAL
48413,BARACK OBAMA,DEMOCRAT,324,TOTAL
48413,JOHN MCCAIN,REPUBLICAN,970,TOTAL
48413,OTHER,OTHER,10,TOTAL
48415,BARACK OBAMA,DEMOCRAT,1088,TOTAL
48415,JOHN MCCAIN,REPUBLICAN,4414,TOTAL
48415,OTHER,OTHER,67,TOTAL
48417,BARACK OBAMA,DEMOCRAT,208,TOTAL
48417,JOHN MCCAIN,REPUBLICAN,1284,TOTAL
48417,OTHER,OTHER,13,TOTAL
48419,BARACK OBAMA,DEMOCRAT,2548,TOTAL
48419,JOHN MCCAIN,REPUBLICAN,6630,TOTAL
48419,OTHER,OTHER,42,TOTAL
48421,BARACK OBAMA,DEMOCRAT,127,TOTAL
48421,JOHN MCCAIN,REPUBLICAN,884,TOTAL
48421,OTHER,OTHER,9,TOTAL
48423,BARACK OBAMA,DEMOCRAT,23726,TOTAL
48423,JOHN MCCAIN,REPUBLICAN,55187,TOTAL
48423,OTHER,OTHER,648,TOTAL
48425,BARACK OBAMA,DEMOCRAT,799,TOTAL
48425,JOHN MCCAIN,REPUBLICAN,2677,TOTAL
48425,OTHER,OTHER,57,TOTAL
48427,BARACK OBAMA,DEMOCRAT,8274,TOTAL
48427,JOHN MCCAIN,REPUBLICAN,1492,TOTAL
48427,OTHER,OTHER,26,TOTAL
48429,BARACK OBAMA,DEMOCRAT,626,TOTAL
48429,JOHN MCCAIN,REPUBLICAN,2869,TOTAL
48429,OTHER,OTHER,31,TOTAL
48431,BARACK OBAMA,DEMOCRAT,97,TOTAL
48431,JOHN MCCAIN,REPUBLICAN,520,TOTAL
48431,OTHER,OTHER,2,TOTAL
48433,BARACK OBAMA,DEMOCRAT,206,TOTAL
48433,JOHN MCCAIN,REPUBLICAN,524,TOTAL
48433,OTHER,OTHER,5,TOTAL
48435,BARACK OBAMA,DEMOCRAT,381,TOTAL
48435,JOHN MCCAIN,REPUBLICAN,1189,TOTAL
48435,OTHER,OTHER,8,TOTAL
48437,BARACK OBAMA,DEMOCRAT,813,TOTAL
48437,JOHN MCCAIN,REPUBLICAN,1683,TOTAL
48437,OTHER,OTHER,39,TOTAL
48439,BARACK OBAMA,DEMOCRAT,274880,TOTAL
48439,JOHN MCCAIN,REPUBLICAN,348420,TOTAL
48439,OTHER,OTHER,5253,TOTAL
48441,BARACK OBAMA,DEMOCRAT,12690,TOTAL
48441,JOHN MCCAIN,REPUBLICAN,34317,TOTAL
48441,OTHER,OTHER,432,TOTAL
48443,BARACK OBAMA,DEMOCRAT,186,TOTAL
48443,JOHN MCCAIN,REPUBLICAN,323,TOTAL
48443,OTHER,OTHER,10,TOTAL
48445,BARACK OBAMA,DEMOCRAT,1379,TOTAL
48445,JOHN MCCAIN,REPUBLICAN,2879,TOTAL
48445,OTHER,OTHER,22,TOTAL
48447,BARACK OBAMA,DEMOCRAT,166,TOTAL
48447,JOHN MCCAIN,REPUBLICAN,671,TOTAL
48447,OTHER,OTHER,1,TOTAL
48449,BARACK OBAMA,DEMOCRAT,3145,TOTAL
48449,JOHN MCCAIN,REPUBLICAN,6028,TOTAL
48449,OTHER,OTHER,72,TOTAL
48451,BARACK OBAMA,DEMOCRAT,11158,TOTAL
48451,JOHN MCCAIN,REPUBLICAN,27362,TOTAL
48451,OTHER,OTHER,341,TOTAL
48453,BARACK OBAMA,DEMOCRAT,254017,TOTAL
48453,JOHN MCCAIN,REPUBLICAN,136981,TOTAL
48453,OTHER,OTHER,6716,TOTAL
48455,BARACK OBAMA,DEMOCRAT,1925,TOTAL
48455,JOHN MCCAIN,REPUBLICAN,4095,TOTAL
48455,OTHER,OTHER,57,TOTAL
48457,BARACK OBAMA,DEMOCRAT,2166,TOTAL
48457,JOHN MCCAIN,REPUBLICAN,5644,TOTAL
48457,OTHER,OTHER,100,TOTAL
48459,BARACK OBAMA,DEMOCRAT,3790,TOTAL
48459,JOHN MCCAIN,REPUBLICAN,11222,TOTAL
48459,OTHER,OTHER,152,TOTAL
48461,BARACK OBAMA,DEMOCRAT,288,TOTAL
48461,JOHN MCCAIN,REPUBLICAN,898,TOTAL
48461,OTHER,OTHER,11,TOTAL
48463,BARACK OBAMA,DEMOCRAT,4126,TOTAL
48463,JOHN MCCAIN,REPUBLICAN,4590,TOTAL
48463,OTHER,OTHER,50,TOTAL
48465,BARACK OBAMA,DEMOCRAT,6982,TOTAL
48465,JOHN MCCAIN,REPUBLICAN,5752,TOTAL
48465,OTHER,OTHER,86,TOTAL
48467,BARACK OBAMA,DEMOCRAT,4505,TOTAL
48467,JOHN MCCAIN,REPUBLICAN,15734,TOTAL
48467,OTHER,OTHER,156,TOTAL
48469,BARACK OBAMA,DEMOCRAT,9832,TOTAL
48469,JOHN MCCAIN,REPUBLICAN,19878,TOTAL
48469,OTHER,OTHER,221,TOTAL
48471,BARACK OBAMA,DEMOCRAT,7334,TOTAL
48471,JOHN MCCAIN,REPUBLICAN,11623,TOTAL
48471,OTHER,OTHER,189,TOTAL
48473,BARACK OBAMA,DEMOCRAT,7153,TOTAL
48473,JOHN MCCAIN,REPUBLICAN,8265,TOTAL
48473,OTHER,OTHER,90,TOTAL
48475,BARACK OBAMA,DEMOCRAT,899,TOTAL
48475,JOHN MCCAIN,REPUBLICAN,2667,TOTAL
48475,OTHER,OTHER,36,TOTAL
48477,BARACK OBAMA,DEMOCRAT,4034,TOTAL
48477,JOHN MCCAIN,REPUBLICAN,10176,TOTAL
48477,OTHER,OTHER,167,TOTAL
48479,BARACK OBAMA,DEMOCRAT,33452,TOTAL
48479,JOHN MCCAIN,REPUBLICAN,13119,TOTAL
48479,OTHER,OTHER,250,TOTAL
48481,BARACK OBAMA,DEMOCRAT,4937,TOTAL
48481,JOHN MCCAIN,REPUBLICAN,9431,TOTAL
48481,OTHER,OTHER,50,TOTAL
48483,BARACK OBAMA,DEMOCRAT,314,TOTAL
48483,JOHN MCCAIN,REPUBLICAN,1918,TOTAL
48483,OTHER,OTHER,13,TOTAL
48485,BARACK OBAMA,DEMOCRAT,13868,TOTAL
48485,JOHN MCCAIN,REPUBLICAN,31731,TOTAL
48485,OTHER,OTHER,383,TOTAL
48487,BARACK OBAMA,DEMOCRAT,1196,TOTAL
48487,JOHN MCCAIN,REPUBLICAN,3283,TOTAL
48487,OTHER,OTHER,30,TOTAL
48489,BARACK OBAMA,DEMOCRAT,3409,TOTAL
48489,JOHN MCCAIN,REPUBLICAN,1456,TOTAL
48489,OTHER,OTHER,38,TOTAL
48491,BARACK OBAMA,DEMOCRAT,67691,TOTAL
48491,JOHN MCCAIN,REPUBLICAN,88323,TOTAL
48491,OTHER,OTHER,2389,TOTAL
48493,BARACK OBAMA,DEMOCRAT,5362,TOTAL
48493,JOHN MCCAIN,REPUBLICAN,10904,TOTAL
48493,OTHER,OTHER,100,TOTAL
48495,BARACK OBAMA,DEMOCRAT,477,TOTAL
48495,JOHN MCCAIN,REPUBLICAN,1529,TOTAL
48495,OTHER,OTHER,26,TOTAL
48497,BARACK OBAMA,DEMOCRAT,4471,TOTAL
48497,JOHN MCCAIN,REPUBLICAN,15973,TOTAL
48497,OTHER,OTHER,195,TOTAL
48499,BARACK OBAMA,DEMOCRAT,4010,TOTAL
48499,JOHN MCCAIN,REPUBLICAN,13658,TOTAL
48499,OTHER,OTHER,116,TOTAL
48501,BARACK OBAMA,DEMOCRAT,450,TOTAL
48501,JOHN MCCAIN,REPUBLICAN,1989,TOTAL
48501,OTHER,OTHER,19,TOTAL
48503,BARACK OBAMA,DEMOCRAT,1303,TOTAL
48503,JOHN MCCAIN,REPUBLICAN,5942,TOTAL
48503,OTHER,OTHER,60,TOTAL
48505,BARACK OBAMA,DEMOCRAT,1939,TOTAL
48505,JOHN MCCAIN,REPUBLICAN,919,TOTAL
48505,OTHER,OTHER,8,TOTAL
48507,BARACK OBAMA,DEMOCRAT,3263,TOTAL
48507,JOHN MCCAIN,REPUBLICAN,596,TOTAL
48507,OTHER,OTHER,17,TOTAL
49001,BARACK OBAMA,DEMOCRAT,542,TOTAL
49001,JOHN MCCAIN,REPUBLICAN,1902,TOTAL
49001,OTHER,OTHER,65,TOTAL
49003,BARACK OBAMA,DEMOCRAT,3311,TOTAL
49003,JOHN MCCAIN,REPUBLICAN,15228,TOTAL
49003,OTHER,OTHER,519,TOTAL
49005,BARACK OBAMA,DEMOCRAT,10294,TOTAL
49005,JOHN MCCAIN,REPUBLICAN,29127,TOTAL
49005,OTHER,OTHER,1911,TOTAL
49007,BARACK OBAMA,DEMOCRAT,3468,TOTAL
49007,JOHN MCCAIN,REPUBLICAN,4091,TOTAL
49007,OTHER,OTHER,218,TOTAL
49009,BARACK OBAMA,DEMOCRAT,131,TOTAL
49009,JOHN MCCAIN,REPUBLICAN,297,TOTAL
49009,OTHER,OTHER,11,TOTAL
49011,BARACK OBAMA,DEMOCRAT,30477,TOTAL
49011,JOHN MCCAIN,REPUBLICAN,77341,TOTAL
49011,OTHER,OTHER,3084,TOTAL
49013,BARACK OBAMA,DEMOCRAT,911,TOTAL
49013,JOHN MCCAIN,REPUBLICAN,4689,TOTAL
49013,OTHER,OTHER,144,TOTAL
49015,BARACK OBAMA,DEMOCRAT,973,TOTAL
49015,JOHN MCCAIN,REPUBLICAN,3358,TOTAL
49015,OTHER,OTHER,117,TOTAL
49017,BARACK OBAMA,DEMOCRAT,405,TOTAL
49017,JOHN MCCAIN,REPUBLICAN,1710,TOTAL
49017,OTHER,OTHER,44,TOTAL
49019,BARACK OBAMA,DEMOCRAT,2067,TOTAL
49019,JOHN MCCAIN,REPUBLICAN,1871,TOTAL
49019,OTHER,OTHER,139,TOTAL
49021,BARACK OBAMA,DEMOCRAT,3258,TOTAL
49021,JOHN MCCAIN,REPUBLICAN,12518,TOTAL
49021,OTHER,OTHER,674,TOTAL
49023,BARACK OBAMA,DEMOCRAT,741,TOTAL
49023,JOHN MCCAIN,REPUBLICAN,2683,TOTAL
49023,OTHER,OTHER,192,TOTAL
49025,BARACK OBAMA,DEMOCRAT,856,TOTAL
49025,JOHN MCCAIN,REPUBLICAN,2212,TOTAL
49025,OTHER,OTHER,86,TOTAL
49027,BARACK OBAMA,DEMOCRAT,758,TOTAL
49027,JOHN MCCAIN,REPUBLICAN,3653,TOTAL
49027,OTHER,OTHER,328,TOTAL
49029,BARACK OBAMA,DEMOCRAT,689,TOTAL
49029,JOHN MCCAIN,REPUBLICAN,3311,TOTAL
49029,OTHER,OTHER,161,TOTAL
49031,BARACK OBAMA,DEMOCRAT,141,TOTAL
49031,JOHN MCCAIN,REPUBLICAN,635,TOTAL
49031,OTHER,OTHER,22,TOTAL
49033,BARACK OBAMA,DEMOCRAT,154,TOTAL
49033,JOHN MCCAIN,REPUBLICAN,831,TOTAL
49033,OTHER,OTHER,21,TOTAL
49035,BARACK OBAMA,DEMOCRAT,176988,TOTAL
49035,JOHN MCCAIN,REPUBLICAN,176692,TOTAL
49035,OTHER,OTHER,10069,TOTAL
49037,BARACK OBAMA,DEMOCRAT,2406,TOTAL
49037,JOHN MCCAIN,REPUBLICAN,2638,TOTAL
49037,OTHER,OTHER,86,TOTAL
49039,BARACK OBAMA,DEMOCRAT,1631,TOTAL
49039,JOHN MCCAIN,REPUBLICAN,6664,TOTAL
49039,OTHER,OTHER,476,TOTAL
49041,BARACK OBAMA,DEMOCRAT,1359,TOTAL
49041,JOHN MCCAIN,REPUBLICAN,6394,TOTAL
49041,OTHER,OTHER,254,TOTAL
49043,BARACK OBAMA,DEMOCRAT,9532,TOTAL
49043,JOHN MCCAIN,REPUBLICAN,6956,TOTAL
49043,OTHER,OTHER,321,TOTAL
49045,BARACK OBAMA,DEMOCRAT,5830,TOTAL
49045,JOHN MCCAIN,REPUBLICAN,10998,TOTAL
49045,OTHER,OTHER,509,TOTAL
49047,BARACK OBAMA,DEMOCRAT,1462,TOTAL
49047,JOHN MCCAIN,REPUBLICAN,8441,TOTAL
49047,OTHER,OTHER,248,TOTAL
49049,BARACK OBAMA,DEMOCRAT,29567,TOTAL
49049,JOHN MCCAIN,REPUBLICAN,122224,TOTAL
49049,OTHER,OTHER,5488,TOTAL
49051,BARACK OBAMA,DEMOCRAT,2892,TOTAL
49051,JOHN MCCAIN,REPUBLICAN,5430,TOTAL
49051,OTHER,OTHER,209,TOTAL
49053,BARACK OBAMA,DEMOCRAT,10826,TOTAL
49053,JOHN MCCAIN,REPUBLICAN,37311,TOTAL
49053,OTHER,OTHER,1392,TOTAL
49055,BARACK OBAMA,DEMOCRAT,335,TOTAL
49055,JOHN MCCAIN,REPUBLICAN,940,TOTAL
49055,OTHER,OTHER,39,TOTAL
49057,BARACK OBAMA,DEMOCRAT,25666,TOTAL
49057,JOHN MCCAIN,REPUBLICAN,45885,TOTAL
49057,OTHER,OTHER,1843,TOTAL
50001,BARACK OBAMA,DEMOCRAT,13202,TOTAL
50001,JOHN MCCAIN,REPUBLICAN,5667,TOTAL
50001,OTHER,OTHER,369,TOTAL
50003,BARACK OBAMA,DEMOCRAT,12524,TOTAL
50003,JOHN MCCAIN,REPUBLICAN,6133,TOTAL
50003,OTHER,OTHER,472,TOTAL
50005,BARACK OBAMA,DEMOCRAT,8900,TOTAL
50005,JOHN MCCAIN,REPUBLICAN,5472,TOTAL
50005,OTHER,OTHER,356,TOTAL
50007,BARACK OBAMA,DEMOCRAT,59611,TOTAL
50007,JOHN MCCAIN,REPUBLICAN,22237,TOTAL
50007,OTHER,OTHER,1592,TOTAL
50009,BARACK OBAMA,DEMOCRAT,1733,TOTAL
50009,JOHN MCCAIN,REPUBLICAN,1284,TOTAL
50009,OTHER,OTHER,84,TOTAL
50011,BARACK OBAMA,DEMOCRAT,13179,TOTAL
50011,JOHN MCCAIN,REPUBLICAN,7853,TOTAL
50011,OTHER,OTHER,428,TOTAL
50013,BARACK OBAMA,DEMOCRAT,2694,TOTAL
50013,JOHN MCCAIN,REPUBLICAN,1490,TOTAL
50013,OTHER,OTHER,85,TOTAL
50015,BARACK OBAMA,DEMOCRAT,8914,TOTAL
50015,JOHN MCCAIN,REPUBLICAN,3515,TOTAL
50015,OTHER,OTHER,239,TOTAL
50017,BARACK OBAMA,DEMOCRAT,9799,TOTAL
50017,JOHN MCCAIN,REPUBLICAN,5047,TOTAL
50017,OTHER,OTHER,333,TOTAL
50019,BARACK OBAMA,DEMOCRAT,7998,TOTAL
50019,JOHN MCCAIN,REPUBLICAN,4482,TOTAL
50019,OTHER,OTHER,291,TOTAL
50021,BARACK OBAMA,DEMOCRAT,19355,TOTAL
50021,JOHN MCCAIN,REPUBLICAN,11584,TOTAL
50021,OTHER,OTHER,678,TOTAL
50023,BARACK OBAMA,DEMOCRAT,22324,TOTAL
50023,JOHN MCCAIN,REPUBLICAN,9129,TOTAL
50023,OTHER,OTHER,747,TOTAL
50025,BARACK OBAMA,DEMOCRAT,17585,TOTAL
50025,JOHN MCCAIN,REPUBLICAN,5997,TOTAL
50025,OTHER,OTHER,499,TOTAL
50027,BARACK OBAMA,DEMOCRAT,21444,TOTAL
50027,JOHN MCCAIN,REPUBLICAN,9084,TOTAL
50027,OTHER,OTHER,637,TOTAL
51001,BARACK OBAMA,DEMOCRAT,7607,TOTAL
51001,JOHN MCCAIN,REPUBLICAN,7833,TOTAL
51001,OTHER,OTHER,183,TOTAL
51003,BARACK OBAMA,DEMOCRAT,29792,TOTAL
51003,JOHN MCCAIN,REPUBLICAN,20576,TOTAL
51003,OTHER,OTHER,616,TOTAL
51005,BARACK OBAMA,DEMOCRAT,3553,TOTAL
51005,JOHN MCCAIN,REPUBLICAN,3715,TOTAL
51005,OTHER,OTHER,101,TOTAL
51007,BARACK OBAMA,DEMOCRAT,2488,TOTAL
51007,JOHN MCCAIN,REPUBLICAN,3970,TOTAL
51007,OTHER,OTHER,71,TOTAL
51009,BARACK OBAMA,DEMOCRAT,6094,TOTAL
51009,JOHN MCCAIN,REPUBLICAN,8470,TOTAL
51009,OTHER,OTHER,136,TOTAL
51011,BARACK OBAMA,DEMOCRAT,2641,TOTAL
51011,JOHN MCCAIN,REPUBLICAN,4903,TOTAL
51011,OTHER,OTHER,86,TOTAL
51013,BARACK OBAMA,DEMOCRAT,78994,TOTAL
51013,JOHN MCCAIN,REPUBLICAN,29876,TOTAL
51013,OTHER,OTHER,1283,TOTAL
51015,BARACK OBAMA,DEMOCRAT,9825,TOTAL
51015,JOHN MCCAIN,REPUBLICAN,23120,TOTAL
51015,OTHER,OTHER,393,TOTAL
51017,BARACK OBAMA,DEMOCRAT,1043,TOTAL
51017,JOHN MCCAIN,REPUBLICAN,1349,TOTAL
51017,OTHER,OTHER,40,TOTAL
51019,BARACK OBAMA,DEMOCRAT,11017,TOTAL
51019,JOHN MCCAIN,REPUBLICAN,24420,TOTAL
51019,OTHER,OTHER,393,TOTAL
51021,BARACK OBAMA,DEMOCRAT,864,TOTAL
51021,JOHN MCCAIN,REPUBLICAN,2031,TOTAL
51021,OTHER,OTHER,64,TOTAL
51023,BARACK OBAMA,DEMOCRAT,5693,TOTAL
51023,JOHN MCCAIN,REPUBLICAN,11471,TOTAL
51023,OTHER,OTHER,242,TOTAL
51025,BARACK OBAMA,DEMOCRAT,4973,TOTAL
51025,JOHN MCCAIN,REPUBLICAN,2877,TOTAL
51025,OTHER,OTHER,64,TOTAL
51027,BARACK OBAMA,DEMOCRAT,4063,TOTAL
51027,JOHN MCCAIN,REPUBLICAN,4541,TOTAL
51027,OTHER,OTHER,130,TOTAL
51029,BARACK OBAMA,DEMOCRAT,3489,TOTAL
51029,JOHN MCCAIN,REPUBLICAN,3428,TOTAL
51029,OTHER,OTHER,77,TOTAL
51031,BARACK OBAMA,DEMOCRAT,8091,TOTAL
51031,JOHN MCCAIN,REPUBLICAN,17444,TOTAL
51031,OTHER,OTHER,279,TOTAL
51033,BARACK OBAMA,DEMOCRAT,7163,TOTAL
51033,JOHN MCCAIN,REPUBLICAN,5617,TOTAL
51033,OTHER,OTHER,139,TOTAL
51035,BARACK OBAMA,DEMOCRAT,4109,TOTAL
51035,JOHN MCCAIN,REPUBLICAN,8187,TOTAL
51035,OTHER,OTHER,283,TOTAL
51036,BARACK OBAMA,DEMOCRAT,2838,TOTAL
51036,JOHN MCCAIN,REPUBLICAN,1288,TOTAL
51036,OTHER,OTHER,27,TOTAL
51037,BARACK OBAMA,DEMOCRAT,2705,TOTAL
51037,JOHN MCCAIN,REPUBLICAN,3372,TOTAL
51037,OTHER,OTHER,80,TOTAL
51041,BARACK OBAMA,DEMOCRAT,74310,TOTAL
51041,JOHN MCCAIN,REPUBLICAN,86413,TOTAL
51041,OTHER,OTHER,1365,TOTAL
51043,BARACK OBAMA,DEMOCRAT,3457,TOTAL
51043,JOHN MCCAIN,REPUBLICAN,3840,TOTAL
51043,OTHER,OTHER,134,TOTAL
51045,BARACK OBAMA,DEMOCRAT,877,TOTAL
51045,JOHN MCCAIN,REPUBLICAN,1695,TOTAL
51045,OTHER,OTHER,49,TOTAL
51047,BARACK OBAMA,DEMOCRAT,8802,TOTAL
51047,JOHN MCCAIN,REPUBLICAN,10711,TOTAL
51047,OTHER,OTHER,228,TOTAL
51049,BARACK OBAMA,DEMOCRAT,2255,TOTAL
51049,JOHN MCCAIN,REPUBLICAN,2418,TOTAL
51049,OTHER,OTHER,51,TOTAL
51051,BARACK OBAMA,DEMOCRAT,3278,TOTAL
51051,JOHN MCCAIN,REPUBLICAN,3324,TOTAL
51051,OTHER,OTHER,151,TOTAL
51053,BARACK OBAMA,DEMOCRAT,6246,TOTAL
51053,JOHN MCCAIN,REPUBLICAN,6526,TOTAL
51053,OTHER,OTHER,120,TOTAL
51057,BARACK OBAMA,DEMOCRAT,2934,TOTAL
51057,JOHN MCCAIN,REPUBLICAN,2379,TOTAL
51057,OTHER,OTHER,51,TOTAL
51059,BARACK OBAMA,DEMOCRAT,310359,TOTAL
51059,JOHN MCCAIN,REPUBLICAN,200994,TOTAL
51059,OTHER,OTHER,4901,TOTAL
51061,BARACK OBAMA,DEMOCRAT,14616,TOTAL
51061,JOHN MCCAIN,REPUBLICAN,19227,TOTAL
51061,OTHER,OTHER,376,TOTAL
51063,BARACK OBAMA,DEMOCRAT,2937,TOTAL
51063,JOHN MCCAIN,REPUBLICAN,4441,TOTAL
51063,OTHER,OTHER,138,TOTAL
51065,BARACK OBAMA,DEMOCRAT,6185,TOTAL
51065,JOHN MCCAIN,REPUBLICAN,6420,TOTAL
51065,OTHER,OTHER,130,TOTAL
51067,BARACK OBAMA,DEMOCRAT,9618,TOTAL
51067,JOHN MCCAIN,REPUBLICAN,15414,TOTAL
51067,OTHER,OTHER,369,TOTAL
51069,BARACK OBAMA,DEMOCRAT,12961,TOTAL
51069,JOHN MCCAIN,REPUBLICAN,20149,TOTAL
51069,OTHER,OTHER,502,TOTAL
51071,BARACK OBAMA,DEMOCRAT,3192,TOTAL
51071,JOHN MCCAIN,REPUBLICAN,4462,TOTAL
51071,OTHER,OTHER,141,TOTAL
51073,BARACK OBAMA,DEMOCRAT,6916,TOTAL
51073,JOHN MCCAIN,REPUBLICAN,12089,TOTAL
51073,OTHER,OTHER,217,TOTAL
51075,BARACK OBAMA,DEMOCRAT,4813,TOTAL
51075,JOHN MCCAIN,REPUBLICAN,7643,TOTAL
51075,OTHER,OTHER,106,TOTAL
51077,BARACK OBAMA,DEMOCRAT,2480,TOTAL
51077,JOHN MCCAIN,REPUBLICAN,4540,TOTAL
51077,OTHER,OTHER,200,TOTAL
51079,BARACK OBAMA,DEMOCRAT,3174,TOTAL
51079,JOHN MCCAIN,REPUBLICAN,4980,TOTAL
51079,OTHER,OTHER,106,TOTAL
51081,BARACK OBAMA,DEMOCRAT,3122,TOTAL
51081,JOHN MCCAIN,REPUBLICAN,1729,TOTAL
51081,OTHER,OTHER,36,TOTAL
51083,BARACK OBAMA,DEMOCRAT,8126,TOTAL
51083,JOHN MCCAIN,REPUBLICAN,8600,TOTAL
51083,OTHER,OTHER,124,TOTAL
51085,BARACK OBAMA,DEMOCRAT,18447,TOTAL
51085,JOHN MCCAIN,REPUBLICAN,37344,TOTAL
51085,OTHER,OTHER,457,TOTAL
51087,BARACK OBAMA,DEMOCRAT,86323,TOTAL
51087,JOHN MCCAIN,REPUBLICAN,67381,TOTAL
51087,OTHER,OTHER,1262,TOTAL
51089,BARACK OBAMA,DEMOCRAT,11118,TOTAL
51089,JOHN MCCAIN,REPUBLICAN,13758,TOTAL
51089,OTHER,OTHER,339,TOTAL
51091,BARACK OBAMA,DEMOCRAT,590,TOTAL
51091,JOHN MCCAIN,REPUBLICAN,930,TOTAL
51091,OTHER,OTHER,34,TOTAL
51093,BARACK OBAMA,DEMOCRAT,8573,TOTAL
51093,JOHN MCCAIN,REPUBLICAN,11258,TOTAL
51093,OTHER,OTHER,166,TOTAL
51095,BARACK OBAMA,DEMOCRAT,17352,TOTAL
51095,JOHN MCCAIN,REPUBLICAN,20912,TOTAL
51095,OTHER,OTHER,339,TOTAL
51097,BARACK OBAMA,DEMOCRAT,1918,TOTAL
51097,JOHN MCCAIN,REPUBLICAN,1763,TOTAL
51097,OTHER,OTHER,24,TOTAL
51099,BARACK OBAMA,DEMOCRAT,4473,TOTAL
51099,JOHN MCCAIN,REPUBLICAN,5888,TOTAL
51099,OTHER,OTHER,113,TOTAL
51101,BARACK OBAMA,DEMOCRAT,3344,TOTAL
51101,JOHN MCCAIN,REPUBLICAN,4966,TOTAL
51101,OTHER,OTHER,78,TOTAL
51103,BARACK OBAMA,DEMOCRAT,3235,TOTAL
51103,JOHN MCCAIN,REPUBLICAN,3647,TOTAL
51103,OTHER,OTHER,56,TOTAL
51105,BARACK OBAMA,DEMOCRAT,3219,TOTAL
51105,JOHN MCCAIN,REPUBLICAN,5825,TOTAL
51105,OTHER,OTHER,183,TOTAL
51107,BARACK OBAMA,DEMOCRAT,74845,TOTAL
51107,JOHN MCCAIN,REPUBLICAN,63336,TOTAL
51107,OTHER,OTHER,1278,TOTAL
51109,BARACK OBAMA,DEMOCRAT,6978,TOTAL
51109,JOHN MCCAIN,REPUBLICAN,8182,TOTAL
51109,OTHER,OTHER,193,TOTAL
51111,BARACK OBAMA,DEMOCRAT,2703,TOTAL
51111,JOHN MCCAIN,REPUBLICAN,2900,TOTAL
51111,OTHER,OTHER,47,TOTAL
51113,BARACK OBAMA,DEMOCRAT,2862,TOTAL
51113,JOHN MCCAIN,REPUBLICAN,3758,TOTAL
51113,OTHER,OTHER,79,TOTAL
51115,BARACK OBAMA,DEMOCRAT,1934,TOTAL
51115,JOHN MCCAIN,REPUBLICAN,3456,TOTAL
51115,OTHER,OTHER,50,TOTAL
51117,BARACK OBAMA,DEMOCRAT,7127,TOTAL
51117,JOHN MCCAIN,REPUBLICAN,7817,TOTAL
51117,OTHER,OTHER,138,TOTAL
51119,BARACK OBAMA,DEMOCRAT,2391,TOTAL
51119,JOHN MCCAIN,REPUBLICAN,3545,TOTAL
51119,OTHER,OTHER,70,TOTAL
51121,BARACK OBAMA,DEMOCRAT,21031,TOTAL
51121,JOHN MCCAIN,REPUBLICAN,19028,TOTAL
51121,OTHER,OTHER,594,TOTAL
51125,BARACK OBAMA,DEMOCRAT,4391,TOTAL
51125,JOHN MCCAIN,REPUBLICAN,3647,TOTAL
51125,OTHER,OTHER,95,TOTAL
51127,BARACK OBAMA,DEMOCRAT,3493,TOTAL
51127,JOHN MCCAIN,REPUBLICAN,6385,TOTAL
51127,OTHER,OTHER,113,TOTAL
51131,BARACK OBAMA,DEMOCRAT,3800,TOTAL
51131,JOHN MCCAIN,REPUBLICAN,2713,TOTAL
51131,OTHER,OTHER,73,TOTAL
51133,BARACK OBAMA,DEMOCRAT,3312,TOTAL
51133,JOHN MCCAIN,REPUBLICAN,4041,TOTAL
51133,OTHER,OTHER,53,TOTAL
51135,BARACK OBAMA,DEMOCRAT,3413,TOTAL
51135,JOHN MCCAIN,REPUBLICAN,3499,TOTAL
51135,OTHER,OTHER,76,TOTAL
51137,BARACK OBAMA,DEMOCRAT,7107,TOTAL
51137,JOHN MCCAIN,REPUBLICAN,8506,TOTAL
51137,OTHER,OTHER,188,TOTAL
51139,BARACK OBAMA,DEMOCRAT,4235,TOTAL
51139,JOHN MCCAIN,REPUBLICAN,6041,TOTAL
51139,OTHER,OTHER,113,TOTAL
51141,BARACK OBAMA,DEMOCRAT,2879,TOTAL
51141,JOHN MCCAIN,REPUBLICAN,5491,TOTAL
51141,OTHER,OTHER,161,TOTAL
51143,BARACK OBAMA,DEMOCRAT,11415,TOTAL
