fips,party,candidatevotes
19099,REPUBLICAN,10560
19099,OTHER,1365
19101,DEMOCRAT,3710
19101,REPUBLICAN,3748
19101,OTHER,698
19103,DEMOCRAT,50200
19103,REPUBLICAN,21044
19103,OTHER,5696
19105,DEMOCRAT,3787
19105,REPUBLICAN,5720
19105,OTHER,626
19107,DEMOCRAT,1342
19107,REPUBLICAN,3390
19107,OTHER,253
19109,DEMOCRAT,2543
19109,REPUBLICAN,5653
19109,OTHER,411
19111,DEMOCRAT,6215
19111,REPUBLICAN,8803
19111,OTHER,1133
19113,DEMOCRAT,58935
19113,REPUBLICAN,48390
19113,OTHER,9773
19115,DEMOCRAT,1648
19115,REPUBLICAN,3069
19115,OTHER,291
19117,DEMOCRAT,1239
19117,REPUBLICAN,2877
19117,OTHER,238
19119,DEMOCRAT,920
19119,REPUBLICAN,5192
19119,OTHER,265
19121,DEMOCRAT,2678
19121,REPUBLICAN,5360
19121,OTHER,598
19123,DEMOCRAT,2619
19123,REPUBLICAN,7432
19123,OTHER,581
19125,DEMOCRAT,5482
19125,REPUBLICAN,10962
19125,OTHER,1372
19127,DEMOCRAT,7652
19127,REPUBLICAN,9146
19127,OTHER,1182
19129,DEMOCRAT,2090
19129,REPUBLICAN,5067
19129,OTHER,541
19131,DEMOCRAT,1888
19131,REPUBLICAN,3190
19131,OTHER,339
19133,DEMOCRAT,1247
19133,REPUBLICAN,3120
19133,OTHER,205
19135,DEMOCRAT,1056
19135,REPUBLICAN,2638
19135,OTHER,171
19137,DEMOCRAT,1314
19137,REPUBLICAN,3436
19137,OTHER,294
19139,DEMOCRAT,8368
19139,REPUBLICAN,9584
19139,OTHER,1482
19141,DEMOCRAT,1315
19141,REPUBLICAN,5752
19141,OTHER,339
19143,DEMOCRAT,552
19143,REPUBLICAN,2531
19143,OTHER,130
19145,DEMOCRAT,1807
19145,REPUBLICAN,4893
19145,OTHER,344
19147,DEMOCRAT,1398
19147,REPUBLICAN,3081
19147,OTHER,224
19149,DEMOCRAT,2885
19149,REPUBLICAN,9680
19149,OTHER,625
19151,DEMOCRAT,963
19151,REPUBLICAN,2702
19151,OTHER,200
19153,DEMOCRAT,119804
19153,REPUBLICAN,93492
19153,OTHER,18259
19155,DEMOCRAT,15355
19155,REPUBLICAN,24447
19155,OTHER,2878
19157,DEMOCRAT,4304
19157,REPUBLICAN,4946
19157,OTHER,583
19159,DEMOCRAT,753
19159,REPUBLICAN,1824
19159,OTHER,130
19161,DEMOCRAT,1270
19161,REPUBLICAN,3703
19161,OTHER,239
19163,DEMOCRAT,40440
19163,REPUBLICAN,39149
19163,OTHER,6631
19165,DEMOCRAT,1662
19165,REPUBLICAN,4362
19165,OTHER,346
19167,DEMOCRAT,2300
19167,REPUBLICAN,14785
19167,OTHER,1109
19169,DEMOCRAT,25709
19169,REPUBLICAN,19458
19169,OTHER,5500
19171,DEMOCRAT,3196
19171,REPUBLICAN,4971
19171,OTHER,585
19173,DEMOCRAT,758
19173,REPUBLICAN,2111
19173,OTHER,160
19175,DEMOCRAT,1922
19175,REPUBLICAN,3525
19175,OTHER,385
19177,DEMOCRAT,845
19177,REPUBLICAN,2527
19177,OTHER,189
19179,DEMOCRAT,5594
19179,REPUBLICAN,8715
19179,OTHER,840
19181,DEMOCRAT,10411
19181,REPUBLICAN,14814
19181,OTHER,2075
19183,DEMOCRAT,3943
19183,REPUBLICAN,6173
19183,OTHER,813
19185,DEMOCRAT,719
19185,REPUBLICAN,2069
19185,OTHER,152
19187,DEMOCRAT,6305
19187,REPUBLICAN,10056
19187,OTHER,1069
19189,DEMOCRAT,1931
19189,REPUBLICAN,3447
19189,OTHER,409
19191,DEMOCRAT,5254
19191,REPUBLICAN,5344
19191,OTHER,764
19193,DEMOCRAT,16210
19193,REPUBLICAN,24727
19193,OTHER,2781
19195,DEMOCRAT,1530
19195,REPUBLICAN,2453
19195,OTHER,274
19197,DEMOCRAT,1896
19197,REPUBLICAN,3800
19197,OTHER,330
20001,DEMOCRAT,1433
20001,REPUBLICAN,3651
20001,OTHER,370
20003,DEMOCRAT,672
20003,REPUBLICAN,2435
20003,OTHER,243
20005,DEMOCRAT,1989
20005,REPUBLICAN,4049
20005,OTHER,537
20007,DEMOCRAT,286
20007,REPUBLICAN,1850
20007,OTHER,116
20009,DEMOCRAT,1839
20009,REPUBLICAN,7888
20009,OTHER,542
20011,DEMOCRAT,1336
20011,REPUBLICAN,4424
20011,OTHER,333
20013,DEMOCRAT,863
20013,REPUBLICAN,2906
20013,OTHER,267
20015,DEMOCRAT,6573
20015,REPUBLICAN,19073
20015,OTHER,2011
20017,DEMOCRAT,316
20017,REPUBLICAN,969
20017,OTHER,84
20019,DEMOCRAT,197
20019,REPUBLICAN,1236
20019,OTHER,48
20021,DEMOCRAT,2005
20021,REPUBLICAN,6182
20021,OTHER,433
20023,DEMOCRAT,181
20023,REPUBLICAN,1173
20023,OTHER,53
20025,DEMOCRAT,120
20025,REPUBLICAN,825
20025,OTHER,60
20027,DEMOCRAT,677
20027,REPUBLICAN,2891
20027,OTHER,252
20029,DEMOCRAT,761
20029,REPUBLICAN,2919
20029,OTHER,250
20031,DEMOCRAT,727
20031,REPUBLICAN,3050
20031,OTHER,291
20033,DEMOCRAT,102
20033,REPUBLICAN,715
20033,OTHER,50
20035,DEMOCRAT,3551
20035,REPUBLICAN,8270
20035,OTHER,800
20037,DEMOCRAT,5199
20037,REPUBLICAN,8624
20037,OTHER,1068
20039,DEMOCRAT,178
20039,REPUBLICAN,1210
20039,OTHER,64
20041,DEMOCRAT,1609
20041,REPUBLICAN,6029
20041,OTHER,572
20043,DEMOCRAT,587
20043,REPUBLICAN,2606
20043,OTHER,185
20045,DEMOCRAT,31195
20045,REPUBLICAN,14688
20045,OTHER,4204
20047,DEMOCRAT,212
20047,REPUBLICAN,1037
20047,OTHER,70
20049,DEMOCRAT,160
20049,REPUBLICAN,1048
20049,OTHER,51
20051,DEMOCRAT,2742
20051,REPUBLICAN,8466
20051,OTHER,739
20053,DEMOCRAT,521
20053,REPUBLICAN,1969
20053,OTHER,189
20055,DEMOCRAT,3195
20055,REPUBLICAN,6350
20055,OTHER,614
20057,DEMOCRAT,2149
20057,REPUBLICAN,5114
20057,OTHER,455
20059,DEMOCRAT,2892
20059,REPUBLICAN,7185
20059,OTHER,888
20061,DEMOCRAT,2722
20061,REPUBLICAN,4274
20061,OTHER,508
20063,DEMOCRAT,149
20063,REPUBLICAN,1140
20063,OTHER,54
20065,DEMOCRAT,188
20065,REPUBLICAN,1025
20065,OTHER,71
20067,DEMOCRAT,441
20067,REPUBLICAN,1804
20067,OTHER,144
20069,DEMOCRAT,263
20069,REPUBLICAN,1698
20069,OTHER,105
20071,DEMOCRAT,83
20071,REPUBLICAN,534
20071,OTHER,33
20073,DEMOCRAT,485
20073,REPUBLICAN,2160
20073,OTHER,195
20075,DEMOCRAT,121
20075,REPUBLICAN,705
20075,OTHER,50
20077,DEMOCRAT,393
20077,REPUBLICAN,1996
20077,OTHER,189
20079,DEMOCRAT,5068
20079,REPUBLICAN,8668
20079,OTHER,1180
20081,DEMOCRAT,245
20081,REPUBLICAN,1040
20081,OTHER,69
20083,DEMOCRAT,124
20083,REPUBLICAN,855
20083,OTHER,38
20085,DEMOCRAT,1512
20085,REPUBLICAN,3939
20085,OTHER,367
20087,DEMOCRAT,2518
20087,REPUBLICAN,5213
20087,OTHER,606
20089,DEMOCRAT,180
20089,REPUBLICAN,1223
20089,OTHER,91
20091,DEMOCRAT,129852
20091,REPUBLICAN,137490
20091,OTHER,22748
20093,DEMOCRAT,174
20093,REPUBLICAN,1075
20093,OTHER,67
20095,DEMOCRAT,599
20095,REPUBLICAN,2530
20095,OTHER,205
20097,DEMOCRAT,114
20097,REPUBLICAN,900
20097,OTHER,65
20099,DEMOCRAT,2291
20099,REPUBLICAN,5335
20099,OTHER,481
20101,DEMOCRAT,106
20101,REPUBLICAN,718
20101,OTHER,47
20103,DEMOCRAT,10209
20103,REPUBLICAN,17638
20103,OTHER,2454
20105,DEMOCRAT,215
20105,REPUBLICAN,1179
20105,OTHER,70
20107,DEMOCRAT,736
20107,REPUBLICAN,3484
20107,OTHER,207
20109,DEMOCRAT,149
20109,REPUBLICAN,1132
20109,OTHER,76
20111,DEMOCRAT,4649
20111,REPUBLICAN,6552
20111,OTHER,1087
20113,DEMOCRAT,3226
20113,REPUBLICAN,8549
20113,OTHER,967
20115,DEMOCRAT,1204
20115,REPUBLICAN,4003
20115,OTHER,417
20117,DEMOCRAT,1072
20117,REPUBLICAN,3307
20117,OTHER,294
20119,DEMOCRAT,210
20119,REPUBLICAN,1415
20119,OTHER,95
20121,DEMOCRAT,3991
20121,REPUBLICAN,10003
20121,OTHER,1028
20123,DEMOCRAT,477
20123,REPUBLICAN,2308
20123,OTHER,157
20125,DEMOCRAT,2637
20125,REPUBLICAN,8679
20125,OTHER,688
20127,DEMOCRAT,601
20127,REPUBLICAN,1820
20127,OTHER,203
20129,DEMOCRAT,147
20129,REPUBLICAN,995
20129,OTHER,50
20131,DEMOCRAT,725
20131,REPUBLICAN,4124
20131,OTHER,273
20133,DEMOCRAT,1501
20133,REPUBLICAN,4431
20133,OTHER,382
20135,DEMOCRAT,162
20135,REPUBLICAN,1228
20135,OTHER,64
20137,DEMOCRAT,281
20137,REPUBLICAN,1840
20137,OTHER,113
20139,DEMOCRAT,1753
20139,REPUBLICAN,4826
20139,OTHER,467
20141,DEMOCRAT,233
20141,REPUBLICAN,1460
20141,OTHER,95
20143,DEMOCRAT,424
20143,REPUBLICAN,2283
20143,OTHER,196
20145,DEMOCRAT,579
20145,REPUBLICAN,1904
20145,OTHER,178
20147,DEMOCRAT,300
20147,REPUBLICAN,2233
20147,OTHER,131
20149,DEMOCRAT,2225
20149,REPUBLICAN,7612
20149,OTHER,856
20151,DEMOCRAT,771
20151,REPUBLICAN,2838
20151,OTHER,233
20153,DEMOCRAT,163
20153,REPUBLICAN,1220
20153,OTHER,89
20155,DEMOCRAT,6837
20155,REPUBLICAN,15513
20155,OTHER,1860
20157,DEMOCRAT,375
20157,REPUBLICAN,2024
20157,OTHER,130
20159,DEMOCRAT,695
20159,REPUBLICAN,2837
20159,OTHER,272
20161,DEMOCRAT,9341
20161,REPUBLICAN,10107
20161,OTHER,2084
20163,DEMOCRAT,275
20163,REPUBLICAN,2031
20163,OTHER,113
20165,DEMOCRAT,233
20165,REPUBLICAN,1197
20165,OTHER,73
20167,DEMOCRAT,461
20167,REPUBLICAN,2574
20167,OTHER,158
20169,DEMOCRAT,6317
20169,REPUBLICAN,13828
20169,OTHER,1919
20171,DEMOCRAT,236
20171,REPUBLICAN,1865
20171,OTHER,101
20173,DEMOCRAT,69627
20173,REPUBLICAN,104353
20173,OTHER,14803
20175,DEMOCRAT,1628
20175,REPUBLICAN,3159
20175,OTHER,251
20177,DEMOCRAT,33926
20177,REPUBLICAN,35934
20177,OTHER,5546
20179,DEMOCRAT,127
20179,REPUBLICAN,1197
20179,OTHER,50
20181,DEMOCRAT,347
20181,REPUBLICAN,2089
20181,OTHER,176
20183,DEMOCRAT,297
20183,REPUBLICAN,1661
20183,OTHER,84
20185,DEMOCRAT,304
20185,REPUBLICAN,1490
20185,OTHER,102
20187,DEMOCRAT,115
20187,REPUBLICAN,492
20187,OTHER,30
20189,DEMOCRAT,220
20189,REPUBLICAN,1599
20189,OTHER,72
20191,DEMOCRAT,2076
20191,REPUBLICAN,6984
20191,OTHER,662
20193,DEMOCRAT,473
20193,REPUBLICAN,2908
20193,OTHER,195
20195,DEMOCRAT,198
20195,REPUBLICAN,1227
20195,OTHER,57
20197,DEMOCRAT,776
20197,REPUBLICAN,2372
20197,OTHER,232
20199,DEMOCRAT,46
20199,REPUBLICAN,721
20199,OTHER,31
20201,DEMOCRAT,387
20201,REPUBLICAN,2194
20201,OTHER,184
20203,DEMOCRAT,140
20203,REPUBLICAN,769
20203,OTHER,47
20205,DEMOCRAT,594
20205,REPUBLICAN,2788
20205,OTHER,209
20207,DEMOCRAT,273
20207,REPUBLICAN,1082
20207,OTHER,88
20209,DEMOCRAT,30146
20209,REPUBLICAN,15806
20209,OTHER,2829
21001,DEMOCRAT,1323
21001,REPUBLICAN,6637
21001,OTHER,273
21003,DEMOCRAT,1349
21003,REPUBLICAN,6466
21003,OTHER,281
21005,DEMOCRAT,2634
21005,REPUBLICAN,8242
21005,OTHER,546
21007,DEMOCRAT,816
21007,REPUBLICAN,3161
21007,OTHER,124
21009,DEMOCRAT,4275
21009,REPUBLICAN,13483
21009,OTHER,730
21011,DEMOCRAT,1361
21011,REPUBLICAN,3082
21011,OTHER,144
21013,DEMOCRAT,1720
21013,REPUBLICAN,7764
21013,OTHER,234
21015,DEMOCRAT,15026
21015,REPUBLICAN,39082
21015,OTHER,3510
21017,DEMOCRAT,2791
21017,REPUBLICAN,5569
21017,OTHER,443
21019,DEMOCRAT,6021
21019,REPUBLICAN,13591
21019,OTHER,842
21021,DEMOCRAT,4281
21021,REPUBLICAN,8040
21021,OTHER,625
21023,DEMOCRAT,705
21023,REPUBLICAN,2711
21023,OTHER,111
21025,DEMOCRAT,1537
21025,REPUBLICAN,3991
21025,OTHER,210
21027,DEMOCRAT,1960
21027,REPUBLICAN,6484
21027,OTHER,330
21029,DEMOCRAT,8255
21029,REPUBLICAN,26210
21029,OTHER,1604
21031,DEMOCRAT,947
21031,REPUBLICAN,4428
21031,OTHER,201
21033,DEMOCRAT,1260
21033,REPUBLICAN,4507
21033,OTHER,208
21035,DEMOCRAT,4749
21035,REPUBLICAN,10367
21035,OTHER,933
21037,DEMOCRAT,14658
21037,REPUBLICAN,25050
21037,OTHER,2802
21039,DEMOCRAT,432
21039,REPUBLICAN,2094
21039,OTHER,75
21041,DEMOCRAT,1106
21041,REPUBLICAN,2588
21041,OTHER,161
21043,DEMOCRAT,2276
21043,REPUBLICAN,7587
21043,OTHER,415
21045,DEMOCRAT,767
21045,REPUBLICAN,5482
21045,OTHER,190
21047,DEMOCRAT,7188
21047,REPUBLICAN,14108
21047,OTHER,787
21049,DEMOCRAT,4706
21049,REPUBLICAN,10710
21049,OTHER,789
21051,DEMOCRAT,752
21051,REPUBLICAN,5861
21051,OTHER,154
21053,DEMOCRAT,547
21053,REPUBLICAN,3809
21053,OTHER,106
21055,DEMOCRAT,617
21055,REPUBLICAN,3290
21055,OTHER,130
21057,DEMOCRAT,459
21057,REPUBLICAN,2502
21057,OTHER,105
21059,DEMOCRAT,14163
21059,REPUBLICAN,28907
21059,OTHER,2737
21061,DEMOCRAT,979
21061,REPUBLICAN,4135
21061,OTHER,130
21063,DEMOCRAT,740
21063,REPUBLICAN,2000
21063,OTHER,115
21065,DEMOCRAT,1108
21065,REPUBLICAN,4236
21065,OTHER,201
21067,DEMOCRAT,69778
21067,REPUBLICAN,56894
21067,OTHER,9643
21069,DEMOCRAT,1348
21069,REPUBLICAN,4722
21069,OTHER,190
21071,DEMOCRAT,4015
21071,REPUBLICAN,11993
21071,OTHER,532
21073,DEMOCRAT,10717
21073,REPUBLICAN,11819
21073,OTHER,1329
21075,DEMOCRAT,774
21075,REPUBLICAN,1549
21075,OTHER,59
21077,DEMOCRAT,749
21077,REPUBLICAN,2443
21077,OTHER,146
21079,DEMOCRAT,1453
21079,REPUBLICAN,5904
21079,OTHER,266
21081,DEMOCRAT,1910
21081,REPUBLICAN,7268
21081,OTHER,381
21083,DEMOCRAT,3308
21083,REPUBLICAN,12671
21083,OTHER,627
21085,DEMOCRAT,1959
21085,REPUBLICAN,8219
21085,OTHER,398
21087,DEMOCRAT,832
21087,REPUBLICAN,4372
21087,OTHER,129
21089,DEMOCRAT,4146
21089,REPUBLICAN,11546
21089,OTHER,585
21091,DEMOCRAT,1244
21091,REPUBLICAN,2788
21091,OTHER,263
21093,DEMOCRAT,13944
21093,REPUBLICAN,26971
21093,OTHER,2241
21095,DEMOCRAT,1372
21095,REPUBLICAN,9129
21095,OTHER,256
21097,DEMOCRAT,2031
21097,REPUBLICAN,5435
21097,OTHER,315
21099,DEMOCRAT,1730
21099,REPUBLICAN,5320
21099,OTHER,214
21101,DEMOCRAT,6707
21101,REPUBLICAN,12159
21101,OTHER,844
21103,DEMOCRAT,1828
21103,REPUBLICAN,4944
21103,OTHER,377
21105,DEMOCRAT,449
21105,REPUBLICAN,1657
21105,OTHER,51
21107,DEMOCRAT,4310
21107,REPUBLICAN,15277
21107,OTHER,758
21109,DEMOCRAT,482
21109,REPUBLICAN,4889
21109,OTHER,130
21111,DEMOCRAT,190836
21111,REPUBLICAN,143768
21111,OTHER,18495
21113,DEMOCRAT,6144
21113,REPUBLICAN,15474
21113,OTHER,1708
21115,DEMOCRAT,1250
21115,REPUBLICAN,8043
21115,OTHER,279
21117,DEMOCRAT,24214
21117,REPUBLICAN,42958
21117,OTHER,4826
21119,DEMOCRAT,1245
21119,REPUBLICAN,4357
21119,OTHER,161
21121,DEMOCRAT,1761
21121,REPUBLICAN,9885
21121,OTHER,366
21123,DEMOCRAT,1278
21123,REPUBLICAN,4799
21123,OTHER,290
21125,DEMOCRAT,3440
21125,REPUBLICAN,20592
21125,OTHER,801
21127,DEMOCRAT,1045
21127,REPUBLICAN,4816
21127,OTHER,181
21129,DEMOCRAT,444
21129,REPUBLICAN,2151
21129,OTHER,72
21131,DEMOCRAT,400
21131,REPUBLICAN,4015
21131,OTHER,77
21133,DEMOCRAT,1542
21133,REPUBLICAN,7293
21133,OTHER,299
21135,DEMOCRAT,785
21135,REPUBLICAN,4363
21135,OTHER,150
21137,DEMOCRAT,1865
21137,REPUBLICAN,7338
21137,OTHER,358
21139,DEMOCRAT,887
21139,REPUBLICAN,3570
21139,OTHER,188
21141,DEMOCRAT,2755
21141,REPUBLICAN,7778
21141,OTHER,366
21143,DEMOCRAT,1045
21143,REPUBLICAN,2789
21143,OTHER,128
21145,DEMOCRAT,9134
21145,REPUBLICAN,20774
21145,OTHER,1399
21147,DEMOCRAT,664
21147,REPUBLICAN,5012
21147,OTHER,100
21149,DEMOCRAT,988
21149,REPUBLICAN,3381
21149,OTHER,197
21151,DEMOCRAT,11793
21151,REPUBLICAN,23431
21151,OTHER,2147
21153,DEMOCRAT,1172
21153,REPUBLICAN,3824
21153,OTHER,120
21155,DEMOCRAT,2679
21155,REPUBLICAN,5122
21155,OTHER,310
21157,DEMOCRAT,3672
21157,REPUBLICAN,12322
21157,OTHER,704
21159,DEMOCRAT,363
21159,REPUBLICAN,3503
21159,OTHER,87
21161,DEMOCRAT,1970
21161,REPUBLICAN,4944
21161,OTHER,305
21163,DEMOCRAT,3026
21163,REPUBLICAN,8660
21163,OTHER,545
21165,DEMOCRAT,700
21165,REPUBLICAN,2010
21165,OTHER,69
21167,DEMOCRAT,2395
21167,REPUBLICAN,7740
21167,OTHER,450
21169,DEMOCRAT,976
21169,REPUBLICAN,3491
21169,OTHER,153
21171,DEMOCRAT,601
21171,REPUBLICAN,4278
21171,OTHER,112
21173,DEMOCRAT,3158
21173,REPUBLICAN,7856
21173,OTHER,438
21175,DEMOCRAT,1006
21175,REPUBLICAN,3628
21175,OTHER,141
21177,DEMOCRAT,3272
21177,REPUBLICAN,9393
21177,OTHER,395
21179,DEMOCRAT,6434
21179,REPUBLICAN,13431
21179,OTHER,937
21181,DEMOCRAT,787
21181,REPUBLICAN,1957
21181,OTHER,97
21183,DEMOCRAT,2080
21183,REPUBLICAN,7942
21183,OTHER,376
21185,DEMOCRAT,10268
21185,REPUBLICAN,20469
21185,OTHER,2116
21187,DEMOCRAT,1062
21187,REPUBLICAN,3745
21187,OTHER,194
21189,DEMOCRAT,256
21189,REPUBLICAN,1474
21189,OTHER,29
21191,DEMOCRAT,1164
21191,REPUBLICAN,4604
21191,OTHER,239
21193,DEMOCRAT,2136
21193,REPUBLICAN,8158
21193,OTHER,278
21195,DEMOCRAT,4280
21195,REPUBLICAN,19747
21195,OTHER,638
21197,DEMOCRAT,1272
21197,REPUBLICAN,3513
21197,OTHER,172
21199,DEMOCRAT,4208
21199,REPUBLICAN,22902
21199,OTHER,931
21201,DEMOCRAT,222
21201,REPUBLICAN,759
21201,OTHER,32
21203,DEMOCRAT,915
21203,REPUBLICAN,5609
21203,OTHER,167
21205,DEMOCRAT,3295
21205,REPUBLICAN,5174
21205,OTHER,379
21207,DEMOCRAT,1093
21207,REPUBLICAN,6863
21207,OTHER,218
21209,DEMOCRAT,7715
21209,REPUBLICAN,15052
21209,OTHER,1433
21211,DEMOCRAT,6276
21211,REPUBLICAN,13196
21211,OTHER,1108
21213,DEMOCRAT,2144
21213,REPUBLICAN,5077
21213,OTHER,310
21215,DEMOCRAT,1921
21215,REPUBLICAN,7196
21215,OTHER,398
21217,DEMOCRAT,2553
21217,REPUBLICAN,8320
21217,OTHER,433
21219,DEMOCRAT,1042
21219,REPUBLICAN,3612
21219,OTHER,125
21221,DEMOCRAT,1587
21221,REPUBLICAN,4931
21221,OTHER,233
21223,DEMOCRAT,879
21223,REPUBLICAN,2771
21223,OTHER,148
21225,DEMOCRAT,1331
21225,REPUBLICAN,4701
21225,OTHER,179
21227,DEMOCRAT,16966
21227,REPUBLICAN,28673
21227,OTHER,2815
21229,DEMOCRAT,1420
21229,REPUBLICAN,4013
21229,OTHER,203
21231,DEMOCRAT,1431
21231,REPUBLICAN,6371
21231,OTHER,190
21233,DEMOCRAT,1240
21233,REPUBLICAN,4397
21233,OTHER,168
21235,DEMOCRAT,2067
21235,REPUBLICAN,11312
21235,OTHER,395
21237,DEMOCRAT,753
21237,REPUBLICAN,1804
21237,OTHER,78
21239,DEMOCRAT,4958
21239,REPUBLICAN,7697
21239,OTHER,908
22001,DEMOCRAT,5638
22001,REPUBLICAN,21162
22001,OTHER,589
22003,DEMOCRAT,2106
22003,REPUBLICAN,6867
22003,OTHER,272
22005,DEMOCRAT,16476
22005,REPUBLICAN,36143
22005,OTHER,2059
22007,DEMOCRAT,3931
22007,REPUBLICAN,6714
22007,OTHER,259
22009,DEMOCRAT,5035
22009,REPUBLICAN,11165
22009,OTHER,386
22011,DEMOCRAT,2393
22011,REPUBLICAN,12238
22011,OTHER,447
22013,DEMOCRAT,3129
22013,REPUBLICAN,3756
22013,OTHER,120
22015,DEMOCRAT,12641
22015,REPUBLICAN,35474
22015,OTHER,1733
22017,DEMOCRAT,53483
22017,REPUBLICAN,49006
22017,OTHER,3315
22019,DEMOCRAT,26296
22019,REPUBLICAN,54191
22019,OTHER,3298
22021,DEMOCRAT,788
22021,REPUBLICAN,3822
22021,OTHER,82
22023,DEMOCRAT,323
22023,REPUBLICAN,3256
22023,OTHER,113
22025,DEMOCRAT,1322
22025,REPUBLICAN,3479
22025,OTHER,55
22027,DEMOCRAT,2717
22027,REPUBLICAN,3585
22027,OTHER,119
22029,DEMOCRAT,3272
22029,REPUBLICAN,5477
22029,OTHER,123
22031,DEMOCRAT,5165
22031,REPUBLICAN,8068
22031,OTHER,267
22033,DEMOCRAT,102828
22033,REPUBLICAN,84660
22033,OTHER,9003
22035,DEMOCRAT,1838
22035,REPUBLICAN,1059
22035,OTHER,42
22037,DEMOCRAT,4235
22037,REPUBLICAN,5569
22037,OTHER,238
22039,DEMOCRAT,4208
22039,REPUBLICAN,10360
22039,OTHER,314
22041,DEMOCRAT,2506
22041,REPUBLICAN,6514
22041,OTHER,142
22043,DEMOCRAT,1181
22043,REPUBLICAN,7408
22043,OTHER,232
22045,DEMOCRAT,10698
22045,REPUBLICAN,20903
22045,OTHER,853
22047,DEMOCRAT,8324
22047,REPUBLICAN,7320
22047,OTHER,399
22049,DEMOCRAT,2139
22049,REPUBLICAN,5169
22049,OTHER,156
22051,DEMOCRAT,73670
22051,REPUBLICAN,100398
22051,OTHER,7571
22053,DEMOCRAT,3080
22053,REPUBLICAN,10775
22053,OTHER,422
22055,DEMOCRAT,32726
22055,REPUBLICAN,68195
22055,OTHER,4682
22057,DEMOCRAT,8423
22057,REPUBLICAN,31959
22057,OTHER,1263
22059,DEMOCRAT,605
22059,REPUBLICAN,5836
22059,OTHER,128
22061,DEMOCRAT,7107
22061,REPUBLICAN,10761
22061,OTHER,801
22063,DEMOCRAT,6950
22063,REPUBLICAN,48824
22063,OTHER,1956
22065,DEMOCRAT,2744
22065,REPUBLICAN,1927
22065,OTHER,61
22067,DEMOCRAT,5155
22067,REPUBLICAN,6502
22067,OTHER,195
22069,DEMOCRAT,7144
22069,REPUBLICAN,8968
22069,OTHER,509
22071,DEMOCRAT,133996
22071,REPUBLICAN,24292
22071,OTHER,7524
22073,DEMOCRAT,24428
22073,REPUBLICAN,41734
22073,OTHER,1855
22075,DEMOCRAT,3347
22075,REPUBLICAN,6900
22075,OTHER,326
22077,DEMOCRAT,4764
22077,REPUBLICAN,6789
22077,OTHER,208
22079,DEMOCRAT,18322
22079,REPUBLICAN,36816
22079,OTHER,1706
22081,DEMOCRAT,1938
22081,REPUBLICAN,2391
22081,OTHER,93
22083,DEMOCRAT,3157
22083,REPUBLICAN,6287
22083,OTHER,153
22085,DEMOCRAT,1703
22085,REPUBLICAN,7879
22085,OTHER,205
22087,DEMOCRAT,4960
22087,REPUBLICAN,10237
22087,OTHER,618
22089,DEMOCRAT,8559
22089,REPUBLICAN,16621
22089,OTHER,1012
22091,DEMOCRAT,3353
22091,REPUBLICAN,2497
22091,OTHER,114
22093,DEMOCRAT,6418
22093,REPUBLICAN,5456
22093,OTHER,211
22095,DEMOCRAT,12661
22095,REPUBLICAN,7569
22095,OTHER,513
22097,DEMOCRAT,17209
22097,REPUBLICAN,21971
22097,OTHER,797
22099,DEMOCRAT,8266
22099,REPUBLICAN,16873
22099,OTHER,611
22101,DEMOCRAT,8050
22101,REPUBLICAN,14359
22101,OTHER,468
22103,DEMOCRAT,27717
22103,REPUBLICAN,90915
22103,OTHER,5760
22105,DEMOCRAT,16878
22105,REPUBLICAN,33959
22105,OTHER,1579
22107,DEMOCRAT,1332
22107,REPUBLICAN,1182
22107,OTHER,34
22109,DEMOCRAT,10665
22109,REPUBLICAN,31902
22109,OTHER,1329
22111,DEMOCRAT,2691
22111,REPUBLICAN,7972
22111,OTHER,231
22113,DEMOCRAT,4857
22113,REPUBLICAN,20063
22113,OTHER,712
22115,DEMOCRAT,2665
22115,REPUBLICAN,13471
22115,OTHER,497
22117,DEMOCRAT,5692
22117,REPUBLICAN,12556
22117,OTHER,380
22119,DEMOCRAT,6260
22119,REPUBLICAN,11542
22119,OTHER,343
22121,DEMOCRAT,5383
22121,REPUBLICAN,6927
22121,OTHER,402
22123,DEMOCRAT,715
22123,REPUBLICAN,3970
22123,OTHER,74
22125,DEMOCRAT,2248
22125,REPUBLICAN,3390
22125,OTHER,161
22127,DEMOCRAT,1644
22127,REPUBLICAN,4608
22127,OTHER,120
23001,DEMOCRAT,23009
23001,REPUBLICAN,28227
23001,OTHER,4365
23003,DEMOCRAT,13386
23003,REPUBLICAN,19419
23003,OTHER,2292
23005,DEMOCRAT,102981
23005,REPUBLICAN,57709
23005,OTHER,11128
23007,DEMOCRAT,7016
23007,REPUBLICAN,7918
23007,OTHER,1554
23009,DEMOCRAT,16117
23009,REPUBLICAN,13705
23009,OTHER,2308
23011,DEMOCRAT,29302
23011,REPUBLICAN,31675
23011,OTHER,5231
23013,DEMOCRAT,12443
23013,REPUBLICAN,9148
23013,OTHER,1556
23015,DEMOCRAT,10241
23015,REPUBLICAN,9727
23015,OTHER,1535
23017,DEMOCRAT,12172
23017,REPUBLICAN,16210
23017,OTHER,2819
23019,DEMOCRAT,32838
23019,REPUBLICAN,41622
23019,OTHER,6080
23021,DEMOCRAT,3098
23021,REPUBLICAN,5406
23021,OTHER,678
23023,DEMOCRAT,10664
23023,REPUBLICAN,9304
23023,OTHER,1648
